"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1095,0.14099008
0,1096,0.14043508
0,1097,0.13988237
0,1098,0.13933194
0,1099,0.13878377
0,1100,0.13823785
0,1101,0.13769417
0,1102,0.13715273
0,1103,0.13661352
0,1104,0.13607651
0,1105,0.13554175
0,1106,0.1350092
0,1107,0.13447882
0,1108,0.13395062
0,1109,0.13342461
0,1110,0.13290074
0,1111,0.13237904
0,1112,0.13185948
0,1113,0.13134205
0,1114,0.13082674
0,1115,0.13031356
0,1116,0.12980248
0,1117,0.1292935
0,1118,0.12878661
0,1119,0.12828179
0,1120,0.12777905
0,1121,0.12727837
0,1122,0.12677974
0,1123,0.12628315
0,1124,0.12578861
0,1125,0.12529609
0,1126,0.12480559
0,1127,0.1243171
0,1128,0.12383061
0,1129,0.12334611
0,1130,0.1228636
0,1131,0.122383066
0,1132,0.12190449
0,1133,0.12142788
0,1134,0.12095322
0,1135,0.12048049
0,1136,0.120009705
0,1137,0.11954085
0,1138,0.1190739
0,1139,0.11860886
0,1140,0.11814573
0,1141,0.1176845
0,1142,0.117225155
0,1143,0.11676769
0,1144,0.11631209
0,1145,0.11585835
0,1146,0.115406476
0,1147,0.11495644
0,1148,0.11450824
0,1149,0.11406187
0,1150,0.11361733
0,1151,0.1131746
0,1152,0.11273368
0,1153,0.112294555
0,1154,0.11185722
0,1155,0.111421674
0,1156,0.11098791
0,1157,0.1105559
0,1158,0.11012567
0,1159,0.10969718
0,1160,0.10927044
0,1161,0.10884544
0,1162,0.108422175
0,1163,0.10800063
0,1164,0.1075808
0,1165,0.10716269
0,1166,0.10674628
0,1167,0.106331564
0,1168,0.105918534
0,1169,0.10550719
0,1170,0.10509751
0,1171,0.1046895
0,1172,0.10428316
0,1173,0.10387847
0,1174,0.103475414
0,1175,0.10307401
0,1176,0.10267423
0,1177,0.10227608
0,1178,0.10187955
0,1179,0.101484634
0,1180,0.10109132
0,1181,0.1006996
0,1182,0.100309476
0,1183,0.099920936
0,1184,0.099533975
0,1185,0.09914859
0,1186,0.09876476
0,1187,0.098382495
0,1188,0.09800178
0,1189,0.0976226
0,1190,0.09724497
0,1191,0.09686887
0,1192,0.096494295
0,1193,0.09612124
0,1194,0.09574969
0,1195,0.09537965
0,1196,0.095011115
0,1197,0.09464407
0,1198,0.09427851
0,1199,0.093914434
0,1200,0.09355183
0,1201,0.0931907
0,1202,0.09283102
0,1203,0.09247281
0,1204,0.09211604
0,1205,0.09176072
0,1206,0.09140684
0,1207,0.09105438
0,1208,0.09070335
0,1209,0.09035374
0,1210,0.09000555
0,1211,0.08965876
0,1212,0.08931337
0,1213,0.08896939
0,1214,0.088626795
0,1215,0.08828558
0,1216,0.08794575
0,1217,0.087607294
0,1218,0.0872702
0,1219,0.08693447
0,1220,0.086600095
0,1221,0.08626707
0,1222,0.085935384
0,1223,0.08560504
0,1224,0.08527603
0,1225,0.084948346
0,1226,0.08462198
0,1227,0.084296934
0,1228,0.0839732
0,1229,0.08365077
0,1230,0.08332964
0,1231,0.0830098
0,1232,0.08269125
0,1233,0.082373984
0,1234,0.082058
0,1235,0.08174328
0,1236,0.08142983
0,1237,0.081117645
0,1238,0.08080671
0,1239,0.08049703
0,1240,0.080188595
0,1241,0.07988139
0,1242,0.079575434
0,1243,0.079270706
0,1244,0.0789672
0,1245,0.07866491
0,1246,0.078363836
0,1247,0.07806397
0,1248,0.07776531
0,1249,0.07746786
0,1250,0.0771716
0,1251,0.076876536
0,1252,0.076582655
0,1253,0.07628995
0,1254,0.075998425
0,1255,0.07570807
0,1256,0.075418875
0,1257,0.07513084
0,1258,0.074843965
0,1259,0.074558236
0,1260,0.07427366
0,1261,0.07399022
0,1262,0.073707916
0,1263,0.07342674
0,1264,0.07314669
0,1265,0.072867766
0,1266,0.07258996
0,1267,0.072313264
0,1268,0.072037674
0,1269,0.07176319
0,1270,0.0714898
0,1271,0.07121751
0,1272,0.070946306
0,1273,0.070676185
0,1274,0.070407145
0,1275,0.070139185
0,1276,0.06987229
0,1277,0.06960646
0,1278,0.0693417
0,1279,0.06907798
0,1280,0.06881533
0,1281,0.06855372
0,1282,0.06829316
0,1283,0.068033636
0,1284,0.06777515
0,1285,0.067517705
0,1286,0.067261286
0,1287,0.06700589
0,1288,0.06675151
0,1289,0.066498145
0,1290,0.066245794
0,1291,0.06599445
0,1292,0.0657441
0,1293,0.06549475
0,1294,0.0652464
0,1295,0.06499904
0,1296,0.06475266
0,1297,0.06450727
0,1298,0.064262845
0,1299,0.064019404
0,1300,0.063776925
0,1301,0.063535415
0,1302,0.063294865
0,1303,0.06305527
0,1304,0.06281663
0,1305,0.06257894
0,1306,0.062342193
0,1307,0.062106386
0,1308,0.061871517
0,1309,0.061637584
0,1310,0.06140458
0,1311,0.0611725
0,1312,0.060941342
0,1313,0.0607111
0,1314,0.060481776
0,1315,0.06025336
0,1316,0.060025852
0,1317,0.059799246
0,1318,0.05957354
0,1319,0.059348725
0,1320,0.059124805
0,1321,0.058901776
0,1322,0.058679633
0,1323,0.05845837
0,1324,0.058237985
0,1325,0.058018472
0,1326,0.05779983
0,1327,0.057582054
0,1328,0.05736514
0,1329,0.05714909
0,1330,0.05693389
0,1331,0.056719545
0,1332,0.05650605
0,1333,0.056293394
